0.232|45.1367|45.1367|45.0407|45.0407|44.9446|44.9446|44.9446|44.9446|37.0552|37.0552|29.1658|29.1658|23.9247|23.9247|18.6837|18.6837|20.0524|20.0524|23.8690|23.8690|13.2572|13.2572|7.4408|7.4408|10.3082|10.3082|5.7934|5.7934|7.5675|7.5675|5.3752|5.3752|2.9075|2.9075|3.2370|3.2370|1.8625|1.8625|2.0677|2.0677|2.1168|2.1168|1.1819|1.1819|0.8900|0.8900|1.0263|1.0263|0.5054|0.5054|1.2839|1.2839|0.8338|0.8338|0.5098|0.5098|0.2804|0.2804|0.0614|0.0614
0.255|63.9622|63.9622|54.1240|54.1240|44.2859|44.2859|44.2859|44.2859|34.7529|34.7529|25.2200|25.2200|25.2399|25.2399|25.2599|25.2599|25.0620|25.0620|20.8933|20.8933|11.7377|11.7377|9.8970|9.8970|11.5550|11.5550|6.7656|6.7656|7.9141|7.9141|6.6000|6.6000|4.1657|4.1657|3.1381|3.1381|3.3464|3.3464|3.0114|3.0114|2.0261|2.0261|1.9339|1.9339|1.3877|1.3877|1.2797|1.2797|0.6432|0.6432|1.0933|1.0933|0.8153|0.8153|0.5747|0.5747|0.2884|0.2884|0.0224|0.0224
0.279|41.9259|41.9259|37.4619|37.4619|32.9980|32.9980|32.9980|32.9980|28.4492|28.4492|23.9004|23.9004|33.5114|33.5114|43.1223|43.1223|36.1650|36.1650|23.0950|23.0950|12.8319|12.8319|12.9365|12.9365|19.7924|19.7924|16.3485|16.3485|9.8812|9.8812|6.7393|6.7393|5.2486|5.2486|2.9516|2.9516|4.1633|4.1633|3.3960|3.3960|2.3800|2.3800|1.6242|1.6242|1.4575|1.4575|1.5979|1.5979|0.7020|0.7020|1.6724|1.6724|0.9721|0.9721|0.5115|0.5115|0.3478|0.3478|0.0509|0.0509
0.302|12.0147|12.0147|31.5520|31.5520|51.0894|51.0894|51.0894|51.0894|66.7465|66.7465|82.4035|82.4035|70.5812|70.5812|58.7589|58.7589|37.8426|37.8426|18.8810|18.8810|19.3789|19.3789|18.0189|18.0189|13.6772|13.6772|13.9327|13.9327|9.3660|9.3660|5.7445|5.7445|5.2857|5.2857|3.3372|3.3372|4.0526|4.0526|3.9202|3.9202|2.6429|2.6429|2.0632|2.0632|1.6445|1.6445|1.7141|1.7141|0.8167|0.8167|1.8550|1.8550|1.1929|1.1929|0.5534|0.5534|0.4117|0.4117|0.1431|0.1431
0.325|32.7719|32.7719|54.2708|54.2708|75.7697|75.7697|75.7697|75.7697|61.2587|61.2587|46.7477|46.7477|40.1367|40.1367|33.5257|33.5257|33.1171|33.1171|19.8812|19.8812|9.2037|9.2037|17.0695|17.0695|17.2350|17.2350|16.5858|16.5858|17.1645|17.1645|7.2056|7.2056|7.4606|7.4606|5.0952|5.0952|4.8310|4.8310|3.3968|3.3968|4.2303|4.2303|2.1682|2.1682|1.8298|1.8298|1.3971|1.3971|0.9942|0.9942|2.0098|2.0098|1.1446|1.1446|0.6518|0.6518|0.4407|0.4407|0.2182|0.2182
0.348|9.4508|9.4508|54.9840|54.9840|100.5172|100.5172|100.5172|100.5172|56.1481|56.1481|11.7790|11.7790|8.3388|8.3388|4.8985|4.8985|8.9750|8.9750|9.2084|9.2084|10.3642|10.3642|12.4588|12.4588|11.4157|11.4157|14.9179|14.9179|10.8590|10.8590|7.5011|7.5011|4.4875|4.4875|4.3706|4.3706|4.0123|4.0123|3.8953|3.8953|4.1152|4.1152|2.5899|2.5899|2.0712|2.0712|1.4740|1.4740|0.9828|0.9828|2.0984|2.0984|1.3384|1.3384|0.6622|0.6622|0.4088|0.4088|0.0326|0.0326
0.372|13.7952|13.7952|22.4955|22.4955|31.1957|31.1957|31.1957|31.1957|37.9215|37.9215|44.6473|44.6473|42.0280|42.0280|39.4086|39.4086|29.7931|29.7931|19.2602|19.2602|14.3282|14.3282|15.1059|15.1059|14.0890|14.0890|12.6283|12.6283|12.0502|12.0502|6.7711|6.7711|7.5229|7.5229|4.0850|4.0850|4.1725|4.1725|3.3542|3.3542|3.8168|3.8168|2.8335|2.8335|1.8644|1.8644|2.1823|2.1823|1.1057|1.1057|2.3508|2.3508|1.2673|1.2673|0.9469|0.9469|0.5506|0.5506|0.1480|0.1480
0.395|57.3424|57.3424|54.3973|54.3973|51.4523|51.4523|51.4523|51.4523|28.5004|28.5004|5.5485|5.5485|9.4204|9.4204|13.2923|13.2923|10.3049|10.3049|11.8736|11.8736|14.7297|14.7297|17.2539|17.2539|18.2397|18.2397|22.3734|22.3734|11.8853|11.8853|2.8605|2.8605|7.7710|7.7710|7.5021|7.5021|5.8141|5.8141|4.9072|4.9072|4.9248|4.9248|2.8296|2.8296|2.0425|2.0425|2.0301|2.0301|1.3520|1.3520|2.1366|2.1366|1.5367|1.5367|1.1978|1.1978|0.8720|0.8720|0.2498|0.2498
0.418|60.0599|60.0599|41.9853|41.9853|23.9107|23.9107|23.9107|23.9107|22.6177|22.6177|21.3248|21.3248|17.0777|17.0777|12.8306|12.8306|16.9190|16.9190|17.9797|17.9797|15.8647|15.8647|20.8765|20.8765|13.8523|13.8523|19.4047|19.4047|18.0504|18.0504|5.3060|5.3060|7.8569|7.8569|8.1284|8.1284|4.0953|4.0953|3.5557|3.5557|5.3776|5.3776|2.4749|2.4749|2.3719|2.3719|2.1698|2.1698|1.4223|1.4223|2.2563|2.2563|1.8644|1.8644|1.1308|1.1308|0.7309|0.7309|0.1039|0.1039
0.441|12.0844|12.0844|31.2420|31.2420|50.3996|50.3996|50.3996|50.3996|34.5851|34.5851|18.7707|18.7707|26.9922|26.9922|35.2136|35.2136|22.4758|22.4758|23.6263|23.6263|17.9632|17.9632|12.3235|12.3235|16.4156|16.4156|15.0299|15.0299|10.6272|10.6272|9.2197|9.2197|7.3458|7.3458|8.0165|8.0165|5.8128|5.8128|4.4160|4.4160|3.6728|3.6728|3.4407|3.4407|2.4519|2.4519|2.6325|2.6325|1.3971|1.3971|3.0430|3.0430|2.1347|2.1347|1.2767|1.2767|0.7045|0.7045|0.0266|0.0266
0.464|1.5637|1.5637|9.8181|9.8181|18.0726|18.0726|18.0726|18.0726|17.0750|17.0750|16.0774|16.0774|19.1677|19.1677|22.2580|22.2580|28.6752|28.6752|33.6493|33.6493|21.8987|21.8987|8.2433|8.2433|9.0663|9.0663|6.4651|6.4651|10.0728|10.0728|13.1905|13.1905|7.8247|7.8247|10.1024|10.1024|6.6610|6.6610|5.6547|5.6547|6.5725|6.5725|4.8226|4.8226|2.5859|2.5859|2.3104|2.3104|1.7487|1.7487|3.0579|3.0579|1.6726|1.6726|1.4432|1.4432|1.5550|1.5550|0.2623|0.2623
0.488|29.1086|29.1086|41.1663|41.1663|53.2239|53.2239|53.2239|53.2239|37.5657|37.5657|21.9075|21.9075|11.2446|11.2446|0.5817|0.5817|12.4755|12.4755|24.1204|24.1204|14.9433|14.9433|19.5931|19.5931|13.9976|13.9976|8.1465|8.1465|12.4963|12.4963|7.5388|7.5388|7.6727|7.6727|7.1429|7.1429|5.0401|5.0401|3.4255|3.4255|4.1879|4.1879|4.9294|4.9294|2.3853|2.3853|2.0776|2.0776|1.4909|1.4909|1.7739|1.7739|1.2537|1.2537|1.1966|1.1966|1.0957|1.0957|0.0809|0.0809
0.511|6.2953|6.2953|36.1038|36.1038|65.9123|65.9123|65.9123|65.9123|46.5837|46.5837|27.2550|27.2550|26.0749|26.0749|24.8948|24.8948|20.3492|20.3492|14.3041|14.3041|10.4022|10.4022|13.7834|13.7834|18.6636|18.6636|16.9324|16.9324|16.7147|16.7147|12.4583|12.4583|8.4084|8.4084|7.2762|7.2762|5.9526|5.9526|5.7687|5.7687|3.7010|3.7010|4.1863|4.1863|2.0582|2.0582|2.0346|2.0346|1.4208|1.4208|1.0859|1.0859|0.5786|0.5786|0.5705|0.5705|0.5309|0.5309|0.1749|0.1749
0.534|15.1408|15.1408|20.6778|20.6778|26.2147|26.2147|26.2147|26.2147|24.6656|24.6656|23.1164|23.1164|16.0413|16.0413|8.9662|8.9662|20.4657|20.4657|29.3764|29.3764|28.5210|28.5210|23.7854|23.7854|14.9657|14.9657|12.5474|12.5474|7.5145|7.5145|10.7709|10.7709|8.5881|8.5881|11.3635|11.3635|6.6495|6.6495|5.8830|5.8830|3.5680|3.5680|5.8087|5.8087|2.5901|2.5901|3.2664|3.2664|1.2382|1.2382|1.2332|1.2332|0.6490|0.6490|0.6098|0.6098|0.5217|0.5217|0.0723|0.0723
0.557|13.7545|13.7545|19.1858|19.1858|24.6171|24.6171|24.6171|24.6171|43.6244|43.6244|62.6317|62.6317|35.8428|35.8428|9.0538|9.0538|10.6666|10.6666|16.5031|16.5031|21.6719|21.6719|15.9967|15.9967|22.2696|22.2696|20.5510|20.5510|13.9678|13.9678|6.5061|6.5061|6.4820|6.4820|6.3117|6.3117|6.0417|6.0417|4.7964|4.7964|3.4048|3.4048|5.6621|5.6621|2.5636|2.5636|3.4542|3.4542|1.8272|1.8272|1.1693|1.1693|1.0885|1.0885|0.7635|0.7635|0.3627|0.3627|0.1088|0.1088
0.580|3.4539|3.4539|21.1504|21.1504|38.8469|38.8469|38.8469|38.8469|32.2915|32.2915|25.7362|25.7362|22.8139|22.8139|19.8916|19.8916|19.9858|19.9858|20.4328|20.4328|21.4039|21.4039|22.8255|22.8255|24.6004|24.6004|14.9166|14.9166|15.3276|15.3276|14.8076|14.8076|6.7102|6.7102|7.4562|7.4562|5.7980|5.7980|4.8815|4.8815|2.8392|2.8392|7.3905|7.3905|2.8271|2.8271|2.5692|2.5692|1.4722|1.4722|1.1780|1.1780|1.0629|1.0629|0.6670|0.6670|0.2808|0.2808|0.0755|0.0755
0.604|22.5802|22.5802|16.5060|16.5060|10.4318|10.4318|10.4318|10.4318|22.6919|22.6919|34.9521|34.9521|37.0003|37.0003|39.0486|39.0486|30.0359|30.0359|19.0394|19.0394|13.5034|13.5034|8.7471|8.7471|15.8955|15.8955|15.4241|15.4241|20.7970|20.7970|15.1953|15.1953|9.9591|9.9591|4.1718|4.1718|6.9861|6.9861|5.3631|5.3631|4.5680|4.5680|6.6829|6.6829|2.4981|2.4981|1.8682|1.8682|1.7616|1.7616|1.1887|1.1887|0.8106|0.8106|0.4484|0.4484|0.2155|0.2155|0.0430|0.0430
0.627|17.0649|17.0649|41.4996|41.4996|65.9344|65.9344|65.9344|65.9344|37.8053|37.8053|9.6761|9.6761|19.2562|19.2562|28.8362|28.8362|32.3286|32.3286|20.5948|20.5948|10.4576|10.4576|12.7991|12.7991|19.3295|19.3295|22.8741|22.8741|12.0394|12.0394|11.1487|11.1487|4.7854|4.7854|8.0946|8.0946|4.6331|4.6331|5.5561|5.5561|4.0353|4.0353|7.1015|7.1015|2.6449|2.6449|1.8705|1.8705|1.6789|1.6789|0.9298|0.9298|0.6587|0.6587|0.3950|0.3950|0.2322|0.2322|0.1251|0.1251
0.650|36.0222|36.0222|48.7751|48.7751|61.5279|61.5279|61.5279|61.5279|62.8606|62.8606|64.1933|64.1933|47.0195|47.0195|29.8458|29.8458|20.3500|20.3500|7.4588|7.4588|12.2919|12.2919|17.9503|17.9503|10.8239|10.8239|20.6185|20.6185|15.5944|15.5944|11.3315|11.3315|6.5476|6.5476|8.6196|8.6196|5.0448|5.0448|3.6562|3.6562|4.3800|4.3800|6.8669|6.8669|2.6525|2.6525|1.4938|1.4938|1.1249|1.1249|0.6505|0.6505|0.5069|0.5069|0.3538|0.3538|0.1970|0.1970|0.1189|0.1189
0.673|19.9043|19.9043|62.2591|62.2591|104.6138|104.6138|104.6138|104.6138|60.4220|60.4220|16.2303|16.2303|24.1509|24.1509|32.0716|32.0716|27.2776|27.2776|25.8450|25.8450|16.4189|16.4189|5.8543|5.8543|14.7808|14.7808|16.8616|16.8616|9.8691|9.8691|7.0616|7.0616|9.5826|9.5826|10.5676|10.5676|6.7237|6.7237|4.9104|4.9104|3.3689|3.3689|6.3723|6.3723|2.9797|2.9797|1.9058|1.9058|1.0698|1.0698|0.6778|0.6778|0.4450|0.4450|0.3333|0.3333|0.1759|0.1759|0.0352|0.0352
0.697|33.1537|33.1537|35.0543|35.0543|36.9550|36.9550|36.9550|36.9550|48.3417|48.3417|59.7283|59.7283|37.9468|37.9468|16.1653|16.1653|20.8404|20.8404|24.6328|24.6328|13.5225|13.5225|11.4733|11.4733|17.2682|17.2682|16.3899|16.3899|10.0987|10.0987|8.9574|8.9574|9.3789|9.3789|6.2229|6.2229|6.3652|6.3652|5.3185|5.3185|5.0047|5.0047|5.7871|5.7871|3.1928|3.1928|2.5270|2.5270|1.0959|1.0959|0.7802|0.7802|0.5425|0.5425|0.3634|0.3634|0.2401|0.2401|0.1708|0.1708
0.720|1.2812|1.2812|19.1627|19.1627|37.0442|37.0442|37.0442|37.0442|24.9208|24.9208|12.7975|12.7975|21.7048|21.7048|30.6122|30.6122|34.0929|34.0929|23.1211|23.1211|18.9279|18.9279|21.2372|21.2372|15.4737|15.4737|16.2168|16.2168|15.7531|15.7531|7.2744|7.2744|9.1596|9.1596|8.0501|8.0501|4.1395|4.1395|5.3011|5.3011|3.8548|3.8548|7.4898|7.4898|3.7486|3.7486|2.0024|2.0024|0.8918|0.8918|0.6202|0.6202|0.3866|0.3866|0.3214|0.3214|0.2417|0.2417|0.1594|0.1594
0.743|34.0157|34.0157|80.3387|80.3387|126.6617|126.6617|126.6617|126.6617|68.8060|68.8060|10.9504|10.9504|12.5427|12.5427|14.1351|14.1351|15.6945|15.6945|15.4725|15.4725|16.0345|16.0345|14.2482|14.2482|11.0895|11.0895|6.1538|6.1538|11.4896|11.4896|8.4084|8.4084|9.8961|9.8961|9.7938|9.7938|5.6783|5.6783|4.1977|4.1977|3.9734|3.9734|5.8163|5.8163|4.1184|4.1184|2.0385|2.0385|0.6870|0.6870|0.3347|0.3347|0.2416|0.2416|0.4804|0.4804|0.2109|0.2109|0.0905|0.0905
0.766|26.6716|26.6716|35.3536|35.3536|44.0357|44.0357|44.0357|44.0357|38.1832|38.1832|32.3307|32.3307|27.3585|27.3585|22.3863|22.3863|19.7417|19.7417|25.1315|25.1315|17.3279|17.3279|19.8048|19.8048|20.0107|20.0107|15.7663|15.7663|14.7213|14.7213|8.8263|8.8263|8.1188|8.1188|9.2678|9.2678|6.4054|6.4054|1.9367|1.9367|4.8471|4.8471|5.5498|5.5498|4.7200|4.7200|2.0558|2.0558|0.7288|0.7288|0.3258|0.3258|0.1742|0.1742|0.7759|0.7759|0.2492|0.2492|0.0543|0.0543
0.789|59.9464|59.9464|55.8836|55.8836|51.8208|51.8208|51.8208|51.8208|30.4363|30.4363|9.0518|9.0518|9.4727|9.4727|9.8935|9.8935|23.1811|23.1811|30.2708|30.2708|14.4434|14.4434|14.5074|14.5074|22.3509|22.3509|13.7317|13.7317|8.3674|8.3674|5.5842|5.5842|9.9203|9.9203|6.4810|6.4810|5.2839|5.2839|3.6483|3.6483|4.3163|4.3163|4.4060|4.4060|3.8156|3.8156|2.1861|2.1861|0.9445|0.9445|0.3487|0.3487|0.2325|0.2325|0.9228|0.9228|0.4520|0.4520|0.1608|0.1608
0.813|25.3488|25.3488|28.3366|28.3366|31.3244|31.3244|31.3244|31.3244|32.1907|32.1907|33.0570|33.0570|29.3341|29.3341|25.6112|25.6112|27.0751|27.0751|15.0999|15.0999|11.1054|11.1054|13.0314|13.0314|8.1017|8.1017|5.0986|5.0986|8.8140|8.8140|8.2636|8.2636|8.4693|8.4693|7.8147|7.8147|5.6752|5.6752|5.2432|5.2432|4.4167|4.4167|4.4371|4.4371|3.8368|3.8368|3.0064|3.0064|1.3217|1.3217|0.4140|0.4140|0.3228|0.3228|0.8445|0.8445|0.8087|0.8087|0.2437|0.2437
0.836|36.6419|36.6419|61.2179|61.2179|85.7940|85.7940|85.7940|85.7940|45.7617|45.7617|5.7295|5.7295|5.9889|5.9889|6.2484|6.2484|24.8071|24.8071|30.1203|30.1203|14.9809|14.9809|18.1923|18.1923|10.8879|10.8879|8.3168|8.3168|11.7717|11.7717|13.2169|13.2169|11.4519|11.4519|7.0873|7.0873|6.0976|6.0976|3.6551|3.6551|4.7098|4.7098|3.1701|3.1701|3.6520|3.6520|2.6996|2.6996|1.5290|1.5290|0.5318|0.5318|0.4725|0.4725|0.6729|0.6729|0.9376|0.9376|0.3074|0.3074
0.859|20.6193|20.6193|43.6824|43.6824|66.7456|66.7456|66.7456|66.7456|55.8825|55.8825|45.0195|45.0195|35.7985|35.7985|26.5776|26.5776|27.2852|27.2852|21.1839|21.1839|18.3942|18.3942|21.5244|21.5244|16.4955|16.4955|12.9666|12.9666|9.3727|9.3727|11.8912|11.8912|6.3980|6.3980|5.1551|5.1551|5.5730|5.5730|3.9443|3.9443|6.2481|6.2481|4.1327|4.1327|3.6710|3.6710|2.8604|2.8604|2.1062|2.1062|0.7694|0.7694|0.5304|0.5304|0.7258|0.7258|1.0930|1.0930|0.3732|0.3732
0.882|29.1737|29.1737|37.5872|37.5872|46.0007|46.0007|46.0007|46.0007|33.3547|33.3547|20.7087|20.7087|15.4293|15.4293|10.1499|10.1499|20.0621|20.0621|28.5811|28.5811|23.7529|23.7529|27.0066|27.0066|16.3649|16.3649|8.0702|8.0702|10.5970|10.5970|15.8204|15.8204|11.4771|11.4771|12.2617|12.2617|5.0417|5.0417|5.0393|5.0393|6.8264|6.8264|4.3038|4.3038|3.0138|3.0138|3.0923|3.0923|1.9064|1.9064|0.5885|0.5885|0.3713|0.3713|0.5747|0.5747|1.0001|1.0001|0.2057|0.2057
0.906|22.8662|22.8662|35.2230|35.2230|47.5797|47.5797|47.5797|47.5797|36.2598|36.2598|24.9399|24.9399|33.8903|33.8903|42.8408|42.8408|38.3342|38.3342|30.1227|30.1227|14.6340|14.6340|9.6378|9.6378|12.7117|12.7117|8.0229|8.0229|10.7404|10.7404|8.5326|8.5326|6.7110|6.7110|5.7208|5.7208|6.3213|6.3213|4.4875|4.4875|5.6974|5.6974|4.1339|4.1339|2.5436|2.5436|2.6323|2.6323|1.7675|1.7675|0.6594|0.6594|0.4745|0.4745|0.5252|0.5252|0.8454|0.8454|0.1487|0.1487
0.929|69.5001|69.5001|54.9753|54.9753|40.4505|40.4505|40.4505|40.4505|39.4217|39.4217|38.3930|38.3930|28.0426|28.0426|17.6921|17.6921|10.9455|10.9455|17.0479|17.0479|19.1848|19.1848|15.4891|15.4891|11.2612|11.2612|12.5779|12.5779|10.2453|10.2453|9.3221|9.3221|5.6264|5.6264|7.5798|7.5798|7.4572|7.4572|4.0915|4.0915|5.9565|5.9565|4.7409|4.7409|2.3573|2.3573|2.4959|2.4959|2.2894|2.2894|0.6261|0.6261|0.5704|0.5704|0.4461|0.4461|0.6743|0.6743|0.0555|0.0555
0.952|59.2918|59.2918|60.8481|60.8481|62.4044|62.4044|62.4044|62.4044|47.4166|47.4166|32.4287|32.4287|27.9704|27.9704|23.5120|23.5120|17.9510|17.9510|15.1907|15.1907|12.0664|12.0664|12.3469|12.3469|14.5641|14.5641|9.1875|9.1875|9.6734|9.6734|7.5470|7.5470|5.2525|5.2525|5.2117|5.2117|6.7294|6.7294|5.0998|5.0998|6.1037|6.1037|3.4569|3.4569|3.4292|3.4292|1.5728|1.5728|1.5591|1.5591|0.9835|0.9835|0.8693|0.8693|0.6241|0.6241|0.5295|0.5295|0.0652|0.0652
0.975|16.9638|16.9638|55.0425|55.0425|93.1213|93.1213|93.1213|93.1213|61.2447|61.2447|29.3680|29.3680|22.3345|22.3345|15.3010|15.3010|14.8882|14.8882|13.3877|13.3877|13.2119|13.2119|17.5875|17.5875|11.3595|11.3595|13.2725|13.2725|11.5230|11.5230|9.1032|9.1032|6.8292|6.8292|5.6144|5.6144|5.9127|5.9127|3.3063|3.3063|5.4855|5.4855|3.9345|3.9345|2.9490|2.9490|2.0320|2.0320|1.6275|1.6275|1.0919|1.0919|0.9568|0.9568|0.8602|0.8602|0.6250|0.6250|0.1598|0.1598
0.998|4.9119|4.9119|19.1648|19.1648|33.4177|33.4177|33.4177|33.4177|33.8304|33.8304|34.2432|34.2432|27.4001|27.4001|20.5570|20.5570|23.9296|23.9296|20.0102|20.0102|7.0350|7.0350|11.3671|11.3671|14.0124|14.0124|8.6980|8.6980|13.1088|13.1088|9.9214|9.9214|4.8529|4.8529|4.9486|4.9486|5.9362|5.9362|2.9244|2.9244|4.4344|4.4344|2.7221|2.7221|3.5029|3.5029|2.6173|2.6173|1.9199|1.9199|1.3462|1.3462|0.6642|0.6642|0.6490|0.6490|0.5369|0.5369|0.0523|0.0523
1.022|19.5419|19.5419|25.3981|25.3981|31.2543|31.2543|31.2543|31.2543|31.0200|31.0200|30.7858|30.7858|18.2865|18.2865|5.7872|5.7872|12.7713|12.7713|13.6837|13.6837|7.4704|7.4704|9.8153|9.8153|12.2081|12.2081|7.8747|7.8747|7.9570|7.9570|8.5240|8.5240|8.4452|8.4452|5.3269|5.3269|6.2659|6.2659|2.7171|2.7171|3.1031|3.1031|3.0265|3.0265|2.5456|2.5456|2.3784|2.3784|1.5832|1.5832|0.9443|0.9443|0.5252|0.5252|0.5017|0.5017|0.4347|0.4347|0.0882|0.0882
1.045|92.7513|92.7513|98.9601|98.9601|105.1689|105.1689|105.1689|105.1689|76.8650|76.8650|48.5612|48.5612|39.3322|39.3322|30.1032|30.1032|20.8765|20.8765|8.5227|8.5227|5.2685|5.2685|8.1874|8.1874|10.1277|10.1277|7.7782|7.7782|8.7776|8.7776|4.4202|4.4202|4.0190|4.0190|6.1302|6.1302|4.6642|4.6642|3.1127|3.1127|4.7840|4.7840|3.2466|3.2466|3.4077|3.4077|2.6629|2.6629|1.4338|1.4338|1.0071|1.0071|0.4158|0.4158|0.4713|0.4713|0.3954|0.3954|0.1060|0.1060
